no,name,code,gu,zip,tel,fax,www,hr,off,class,lati,longi,year
2106,작은도서관 꿈꾸는 책마을,12,용산구,서울특별시 용산구 장문로 95(보광동 주민센터),02-2199-8747,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.526301,127.000181,
1780,주한독일문화원 도서관,12,용산구,서울특별시 용산구 소월로 132,02-2021-2804,,www.goethe.de/ins/kr/ko/kul/bib.html,,법정공휴일 기관방침에 따른 휴관,,37.550662,126.982677,
1779,주한미국대사관 아메리칸센터,12,용산구,서울특별시 용산구 한강대로72길 3,02-397-4649,,kr.usembassy.gov/ko/education-culture-ko/american-center-korea-ko/,,토요일 일요일,,37.540672,126.97363,
2107,청소년 푸르미르 작은도서관,12,용산구,서울특별시 용산구 이촌로71길 24(이촌제1동주민센터 용산청소년수련관),02-749-0532,,https://www.yslibrary.or.kr/(예정),,토일요일,작은도서관,37.52135688,126.9732987,
1425,청소년수련관 푸르미르,12,용산구,서울특별시 용산구 이촌로 71길 24 이촌제1동 주민센터 용산청소년수련관 5층,02-749-0532,02-749-0223,,,매주 일요일,작은도서관,37.5220596,126.973243,20141201
110,청파도서관,12,용산구,서울특별시 용산구 청파로93길 27(서계동) 1층,02-714-3931,02-719-3932,https://www.yslibrary.or.kr/,,매주 월요일 및 법정 공휴일,공공도서관,37.553896,126.96753,20090814
2101,한강로동 작은도서관,12,용산구,서울특별시 용산구 한강대로38길 28(한강로동주민센터),02-2199-8743,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.52814224,126.9692281,
1669,한남동 도서관,12,용산구,서울특별시 용산구 이태원로 22-19,02-2199-8742,,,,,작은도서관,37.5392309,127.0024569,
2104,한남동 작은도서관,12,용산구,서울특별시 용산구 이태원로 224-19 (한남동),02-2199-8742,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.53485691,127.000267,
712,햇빛꿈이있는도서관,12,용산구,서울특별시 용산구 효창원로86가길 28(청파동교회) 1층,02-706-1344,706-1345,,,주말 법정공휴일,작은도서관,37.5488393,126.96534,20060926
2103,회나무작은도서관,12,용산구,서울특별시 용산구 회나무로13길 58(이태원제2동주민센터),02-2199-8759,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.54190232,126.9901964,
723,효창독서마당,12,용산구,서울특별시 용산구 효창원로 161(효창동 주민센터 3층),02-2199-8520,2199-5900,http://cafe.daum.net/Hbook?t__nil_cafemy=item,,토일공휴일,작은도서관,37.5438029,126.961844,20040511
2099,효창동 작은도서관,12,용산구,서울특별시 용산구 효창원로 161(효창동 주민센터),02-2199-8753,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.54250925,126.96184,
713,효창사랑작은도서관,12,용산구,서울특별시 용산구 효창원로 160(청파로3가) 1층,02-713-2309,713-2309,http://www.wondong.or.kr/,,월토법정공휴일,작은도서관,37.5428685,126.962507,20050104
724,후암동 북&캠프,12,용산구,서울특별시 용산구 후암동 후암로 32-6 후암동주민센터,02-2199-8758,2199-8359,cafe.naver.com/bookandcamp,,주말 및 공휴일,작은도서관,37.5499781,126.978124,20010917
2130,후암동 작은도서관 북앤캠프,12,용산구,서울특별시 용산구 후암로 32-6(후암동 주민센터) 2층,02-2199-8758,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.54869785,126.9781505,
1675,MBL 문고,16,은평구,서울특별시 은평구 갈현로 23길 18,02-383-8214,,,,매주 토요일일요일,작은도서관,37.6175496,126.9124534,
730,고리마루작은도서관,16,은평구,서울특별시 은평구 갈현로 301(갈현1동청사및문화의집),02-351-5116,351-5707,http://library.eunpyeong.seoul.kr/usweb/opt2/usmn100.asp?,,일요일 법정공휴일,작은도서관,37.62368713,126.9166872,20050504
1567,구립은평뉴타운도서관,16,은평구,서울특별시 은평구 진관2로 111-51,02-6341-6400,02-6341-6419,www.enlib.or.kr,,매주 금요일 법정공휴일,공공도서관,37.6372458,126.9331304,20150921
1842,구산동도서관마을,16,은평구,서울특별시 은평구 연서로 13길 29-23,02-357-0100,,www.gsvlib.or.kr,,매주 월요일 법정공휴일,공공도서관,37.609614,126.913018,
756,꿈 어린이도서관,16,은평구,서울특별시 은평구 연서로 14길 23,02-353-6887,,,,월요일 일요일 법정공휴일,작은도서관,37.6083834,126.917975,20100205
1469,꿈꾸는 작은도서관,16,은평구,서울특별시 은평구 진흥로 1길 17 지하 1층,070-7518-2148,070-7518-2148,kkumda.co.kr,,일요일,작은도서관,37.6020136,126.918534,20150126
1454,꿈꾸는i작은도서관,16,은평구,서울특별시 은평구 진관3로 46 은평제일교회,02-353-2829,02-355-3807,,,매주 일요일,작은도서관,37.6406141,126.921441,20140924
1676,꿈샘도서관,16,은평구,서울특별시 은평구 응암로 20길 23,02-376-9191,,,,일요일만 운영,작은도서관,37.5931463,126.9207331,
1455,꿈지락작은도서관,16,은평구,서울특별시 은평구 진관1로 77-8 은평뉴타운폭포동아파트 402동 1층,010-3646-1131,,,,토요일 일요일,작은도서관,37.6314019,126.930591,20140306
2115,나누리작은도서관,16,은평구,서울특별시 은평구 진관1로 55 (진관동 은평뉴타운 마고정),010-2022-9888,,,,토일요일 법정공휴일,작은도서관,37.63156548,126.927817,
2113,내를건너서숲으로도서관,16,은평구,서울시특별시 은평구 증산로17길 50,02-307-6701~2,,http://www.nslib.or.kr,,매주 월요일 및 법정공휴일,공공도서관,37.591602,126.90813,
727,녹번동 문화사랑방,16,은평구,서울특별시 은평구 은평로 195,02-351-50074,351-5701,,,토일법정공휴일,작은도서관,37.6037405,126.928842,20100114
1933,녹번만화도서관,16,은평구,서울특별시 은평구 은평로 245,02-356-1676,,http://lib.eplib.or.kr,,매주 월요일,작은도서관,37.601107,126.934987,
1677,다니엘 작은도서관,16,은평구,서울특별시 은평구 연서로 41길 13-3 부림교회,,,,,,작은도서관,37.6258039,126.9276339,
1456,다문화도서관바오밥나무,16,은평구,서울특별시 은평구 연서로17길 18-6 145호,070-7642-0227,02-388-0227,,,토일요일,작은도서관,37.6135482,126.916179,20131229
744,다섯콩도서관,16,은평구,서울특별시 은평구 서오릉로4길 10 성암교회교육관 2층 성암비전센터,02-384-1184,,https://5beanslib.blog.me/,,월요일,작은도서관,37.6060423,126.925833,20100619
39,대조꿈나무어린이도서관,16,은평구,서울특별시 은평구 연서로20길 24-6(대조어린이도서관),02-382-3959,02-382-3859,http://cafe.naver.com/djkkumnamulib ,,일요일 법정공휴일,작은도서관,37.61382229,126.9207168,20050610
749,대조제일교회꿈꾸는도서관,16,은평구,서울특별시 은평구 역말로10가길 22-12,02-386-6680,388-2320,www.daejolove.com,,월요일 법정공휴일,작은도서관,37.6123234,126.925581,20090727
2116,두근두근작은도서관,16,은평구,서울특별시 은평구 진관2로 90 (진관동 은평뉴타운 마고정),070-7325-1307,,,,토일요일 법정공휴일,작은도서관,37.63387794,126.9257664,
778,두드림 도서관,16,은평구,서울특별시 은평구 진관3로 15-35 은평뉴타운구파발아파트 1001동 1층,02-358-9559,,,,목금토일법정공휴일,작은도서관,37.6401268,126.918199,20110620
777,래미안 푸른숲 도서관,16,은평구,서울특별시 은평구 진관3로 77 1층(은평뉴타운구파발아파트),070-8800-8557,,,,일요일법정공휴일,작은도서관,37.6441747,126.919668,20110609
769,롯데캐슬문고,16,은평구,서울특별시 은평구 진관3로 70 은평뉴타운상림마을 830동 1층,,355-6308,,,일요일법정공휴일,작은도서관,37.6431548,126.923065,20100126
1368,마고정 작은도서관,16,은평구,서울특별시 은평구 진관2로 60 335동 1층,02-353-1346,,,,없음,작은도서관,37.633375,126.92483,20130130
735,매바위 북카페,16,은평구,서울특별시 은평구 백련산로 100 응암2동주민센터,02-351-5244,,,,토일법정공휴일,작은도서관,37.596042,126.923078,20130226
2121,모퉁이작은도서관,16,은평구,서울특별시 은평구 진관4로 48-51 (진관동 은평뉴타운상림마을),02-351-3995,,,,토일법정공휴일,작은도서관,37.64363625,126.9297587,
748,무지개영어도서관,16,은평구,서울특별시 은평구 서오릉로21길11,02-383-4880,,,,매주 월요일 목요일,작은도서관,37.6153529,126.907553,20101130
762,물빛마을글방,16,은평구,서울특별시 은평구 은평터널로 48 은평종합사회복지관 4층,02-307-1181,307-2128,,,토일법정공휴일,작은도서관,37.5856298,126.899249,20071212
2117,물푸레책푸레 작은도서관,16,은평구,서울특별시 은평구 진관4로 48-51 (진관동 은평뉴타운상림마을),02-356-9410,,,,일요일 법정공휴일,작은도서관,37.64363625,126.9297587,
1457,바다의별 작은도서관,16,은평구,서울특별시 은평구 통일로 786 천주교불광동교회,02-355-0545,02-355-8456,,,월요일,작은도서관,37.6150765,126.926398,20140407
1458,백련산힐스 작은도서관,16,은평구,서울특별시 은평구 백련산로 38 백련산 힐스테이트 2차 208동 1층,02-302-0953,02-302-0921,,,없음,작은도서관,37.5912058,126.923897,20140318
2126,복있는교회 작은도서관,16,은평구,서울특별시 은평구 백련산로 127 ,070-8227-3067,,,,일 법정공휴일,작은도서관,37.5971451,126.923656,
1365,복합문화공간[_틈],16,은평구,서울특별시 은평구 연서로 27길 13-10 지하1층,070-7799-4130,6280-0413,,,일요일,작은도서관,37.6182142,126.917411,20130312
745,북한산힐스테이1차아파트문고,16,은평구,서울특별시 은평구 불광로2길 39 북한산힐스테이트1차아파트 1111동 지하,02-356-4620,356-4621,,,토일법정공휴일,작은도서관,37.6121683,126.936031,20091203
1932,불광천작은도서관,16,은평구,서울특별시 은평구 응암동 586-10,02-308-3117,,http://www.ealib.or.kr,,매주 금요일,작은도서관,37.590504,126.914422,
1459,비전뜰 도서관,16,은평구,서울특별시 은평구 통일로 92길 7-1 남북교회,02-388-4741,,http://cafe.naver.com/visionddle,,매주 월요일,작은도서관,37.6269019,126.920834,20140718
1460,사랑방 작은도서관,16,은평구,서울특별시 은평구 백련산로2길 42 백련산 힐스테이트 2차 212동 1층,02-3151-0411,,,,토요일일요일,작은도서관,37.5895908,126.924297,20141226
1678,산책마을 SH작은도서관,16,은평구,서울특별시 은평구 연서로 46길 7,02-351-3677,,http://cafe.naver.com/mtbooklibrary,,,작은도서관,37.6339022,126.9328283,
765,상림6 작은도서관,16,은평구,서울특별시 은평구 진관4로 107621동 1층(은평뉴타운상림마을),02-355-5905,355-5906,,,토일법정공휴일,작은도서관,37.6486887,126.930425,20090306
2072,상림글방,16,은평구,서울특별시 은평구 진관4로 37 ,02-355-5092(관리소),,,,토일법정공휴일,작은도서관,37.64446948,126.925076,
1076,상림마을작은도서관,16,은평구,서울특별시 은평구 진관4로 48-25 공원관리사무실 내,02-383-7557,02-353-7557,http://lib.eplib.or.kr/small_lib/sl06.asp,,매주 월요일 법정공휴일,공공도서관,37.64409,126.928785,20090923
2118,상림책마루작은도서관,16,은평구,서울특별시 은평구 진관4로 17(은평뉴타운상림마을),02-355-1900,,,,토일요일 법정공휴일,작은도서관,37.64364638,126.9229014,
2119,새자람작은도서관,16,은평구,서울특별시 은평구 대서문길 36 (진관동),02-383-5586,,,,일요일 법정공휴일,작은도서관,37.65547044,126.948555,
1679,샘터작은도서관,16,은평구,서울특별시 은평구 진관2로 111-7(은평뉴타운우물골) 220동 지하1층,02-353-1572,,,,매주 토요일일요일,작은도서관,37.6370356,126.9317708,
1461,서문어린이도서관,16,은평구,서울특별시 은평구 가좌로10길 10 서문교회,02-375-0025,,www.seomoonch.org,,매주 토요일,작은도서관,37.5918289,126.91679,20130823
1899,서영 영어전문 작은도서관,16,은평구,서울특별시 은평구 증산로11길 7-12 서영교회,,,,,,작은도서관,37.586492,126.911131,
2123,성산작은도서관,16,은평구,서울특별시 은평구 증산서길 90(성산교회),02-305-9200,,,,토일법정공휴일,작은도서관,37.58417713,126.9073026,
761,수색장로교회도서관,16,은평구,서울특별시 은평구 수색로16길 15 수색교회,02-304-6111,305-2014,http://susaek.winbook.kr/,,토요일 법정공휴일,작은도서관,37.5848704,126.895257,20020402
1680,수색한숲도서관,16,은평구,서울특별시 은평구 은평터널로 66 대림한숲타운아파트 제2관리사무소 관리동 1층,02-304-8684,,http://cafe.naver.com/hansooplib,,매주 월요일,작은도서관,37.5868832,126.9016467,
1462,숲속향기 작은도서관,16,은평구,서울특별시 은평구 연서로48길 12 은평뉴타운제각말아파트,070-8931-8473,,www.forestaptlib.com/ ,,없음,작은도서관,37.6371394,126.935931,20130716
740,시루뫼쉼터,16,은평구,서울특별시 은평구 증산서길 89 증산동주민센터 5층,02-351-5395,,,,토일법정공휴일,작은도서관,37.585561,126.907031,20020917
758,신사어린이도서관,16,은평구,서울특별시 은평구 은평로 38 신사종합사회복지관,02-376-4141,,http://www.eplib.or.kr/,,일요일 법정공휴일,작은도서관,37.5991251,126.912213,19970530
743,아오스딩도서관,16,은평구,서울특별시 은평구 은평로 195 녹번동성당,02-358-5001,357-5008,,,없음,작은도서관,37.6012978,126.930696,20070910
1463,어린이도서관 동네북,16,은평구,서울특별시 은평구 진흥로 174 양광비전센터 3층,070-4652-3160,02-355-0682,cafe.naver.com/ehdspqnr2013,,없음,작은도서관,37.6083,126.928592,20130622
737,역마루작은도서관,16,은평구,서울특별시 은평구 연서로 59(역촌동주민센터),02-351-5329,351-5921,https://library.eunpyeong.seoul.kr/usweb/opt4/index.asp,,매주 토요일 일요일,작은도서관,37.60440124,126.9151006,20100809
